time_ms,state,num_sats,pdop,lat,lon,alt_m,h_acc,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure_alt,alt_rate,max_alt,max_speed,voltage,current,soc,roll,pitch,yaw,speed,launch,vel_apo,alt_apo,landed,rssi,snr,next_ch,rx_freq_mhz,seq,gap,event
0,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-76,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-38,12.5,255,915.000,0,-1,
462,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-81,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,12.5,255,915.000,1,0,
962,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-82,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-39,13.0,255,915.000,2,0,
1463,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-84,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-37,12.8,255,915.000,3,0,
1962,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-82,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.5,255,915.000,4,0,
2462,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-77,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,13.2,255,915.000,5,0,
2962,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-76,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.5,255,915.000,6,0,
3464,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-81,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,14.2,255,915.000,7,0,
3962,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-79,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,14.8,255,915.000,8,0,
4462,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-79,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,13.5,255,915.000,9,0,
4963,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-79,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,13.5,255,915.000,10,0,
5464,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-79,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.8,255,915.000,11,0,
5965,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-81,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.2,255,915.000,12,0,
6466,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-91,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.5,255,915.000,13,0,
6967,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-81,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,13.8,255,915.000,14,0,
7466,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-80,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,13.0,255,915.000,15,0,
7966,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-79,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,13.5,255,915.000,16,0,
8466,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-81,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.5,255,915.000,17,0,
8966,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,-89,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.5,255,915.000,18,0,
9467,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-81,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,14.8,255,915.000,19,0,
9967,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,-79,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,13.8,255,915.000,20,0,
10466,INIT,0,0.0,nan,nan,nan,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,-85,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.5,255,915.000,21,0,
10970,READY,0,26.0,nan,nan,nan,0.0,9.60,0.00,-0.50,0.5,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-109,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.5,255,915.000,22,0,
11473,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.1,-0.3,-0.1,0.0,0.0,0.0,0.0,8.34,-112,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,14.8,255,915.000,23,0,
11975,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.0,-0.2,-0.1,0.0,0.0,0.0,0.0,8.34,-182,97.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.8,255,915.000,24,0,
12476,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-87,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-36,14.0,255,915.000,25,0,
12994,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,-91,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-35,12.2,255,915.000,26,0,
13480,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,8.34,-92,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-34,12.8,255,915.000,27,0,
13979,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.0,-0.2,-0.1,0.0,0.0,0.0,0.0,8.34,-92,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-34,12.8,255,915.000,28,0,
14481,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,-0.2,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-91,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-33,12.8,255,915.000,29,0,
14994,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.60,0.0,-0.2,-0.1,0.0,0.0,0.0,0.0,8.34,-92,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-33,12.8,255,915.000,30,0,
15484,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-97,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-32,12.8,255,915.000,31,0,
15986,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.60,-0.4,0.1,0.0,0.0,0.0,0.0,0.0,8.34,-95,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-33,12.8,255,915.000,32,0,
16486,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,-0.2,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-92,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-33,12.5,255,915.000,33,0,
16994,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.80,0.7,0.0,0.1,0.0,0.0,0.0,0.0,8.34,-99,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-32,13.0,255,915.000,34,0,
17486,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.3,-0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-95,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-34,12.5,255,915.000,35,0,
17990,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-105,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-32,13.0,255,915.000,36,0,
18490,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-105,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-34,14.0,255,915.000,37,0,
18994,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,8.34,-104,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-39,12.8,255,915.000,38,0,
19491,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,-0.3,-0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-89,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-39,12.8,255,915.000,39,0,
19992,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.30,-0.70,-0.1,0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-117,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-48,13.0,255,915.000,40,0,
20495,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,-0.2,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-92,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-46,12.8,255,915.000,41,0,
20999,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.30,-0.60,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,8.34,-91,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-47,12.5,255,915.000,42,0,
21500,READY,0,26.0,nan,nan,nan,0.0,9.60,-0.20,-0.70,-0.1,-0.3,-0.1,0.0,0.0,0.0,0.0,8.34,-89,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-48,12.5,255,915.000,43,0,
21999,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.30,-0.70,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,8.34,-114,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-48,12.2,255,915.000,44,0,
22503,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,-0.1,0.1,-0.2,0.0,0.0,0.0,0.0,8.34,-92,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-45,14.5,255,915.000,45,0,
23006,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.0,0.0,0.1,0.0,0.0,0.0,0.0,8.34,-94,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-45,13.2,255,915.000,46,0,
23507,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.3,-0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-97,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-45,14.2,255,915.000,47,0,
24008,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.2,-0.2,-0.1,0.0,0.0,0.0,0.0,8.34,-102,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-45,14.5,255,915.000,48,0,
24509,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-99,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-44,12.5,255,915.000,49,0,
25011,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.30,-0.70,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-91,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-47,13.0,255,915.000,50,0,
25511,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.60,0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-112,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-51,14.2,255,915.000,51,0,
26013,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.3,-0.1,0.0,0.0,0.0,0.0,0.0,8.34,-109,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-51,12.8,255,915.000,52,0,
26512,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-100,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-50,14.8,255,915.000,53,0,
27014,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.1,-0.3,0.0,0.0,0.0,0.0,0.0,8.34,-106,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-46,12.8,255,915.000,54,0,
27515,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.3,-0.1,0.0,0.0,0.0,0.0,0.0,8.34,-100,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-45,13.0,255,915.000,55,0,
28015,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,-0.3,-0.1,0.0,0.0,0.0,0.0,0.0,8.34,-107,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-47,12.8,255,915.000,56,0,
28514,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.70,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,8.34,-111,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-46,12.8,255,915.000,57,0,
29015,READY,0,26.0,nan,nan,nan,0.0,9.70,-0.20,-0.60,0.4,-0.3,0.0,0.0,0.0,0.0,0.0,8.34,-184,97.0,0.0,0.0,0.0,0.0,0,0,0,0,-45,14.5,255,915.000,58,0,
29515,READY,4,26.0,40.1630214,-74.0807723,49.1,100.0,9.70,-0.20,-0.70,0.3,-0.2,0.0,0.0,0.0,0.0,0.0,8.34,-91,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-47,12.5,255,915.000,59,0,
30019,READY,4,26.0,40.1630254,-74.0807578,48.6,100.0,9.70,-0.20,-0.70,-0.2,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-95,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-48,14.5,255,915.000,60,0,
30518,READY,4,26.0,40.1630299,-74.0807836,49.5,100.0,9.70,-0.30,-0.70,0.1,0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-89,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-50,14.2,255,915.000,61,0,
31019,READY,4,26.0,40.1630299,-74.0807836,49.5,100.0,9.70,-0.20,-0.70,0.1,0.1,-0.1,0.0,0.0,0.0,0.0,8.34,-96,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-42,13.5,255,915.000,62,0,
31519,READY,4,26.0,40.1630360,-74.0808207,50.3,100.0,9.70,-0.20,-0.70,0.3,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-90,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-54,14.2,255,915.000,63,0,
32019,READY,4,26.0,40.1630425,-74.0808981,52.5,100.0,9.70,-0.20,-0.60,0.2,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-92,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-44,12.8,255,915.000,64,0,
32538,PRELAUNCH,4,26.0,40.1630536,-74.0810013,55.7,100.0,9.70,-0.20,-0.70,0.3,-0.3,-0.1,0.0,0.0,0.0,0.0,8.34,-111,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-41,12.8,255,915.000,65,0,
33039,PRELAUNCH,4,26.0,40.1630760,-74.0811302,60.5,100.0,9.70,-0.20,-0.70,-0.1,-0.3,0.0,0.0,0.0,0.0,0.0,8.34,-102,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-42,12.8,255,915.000,66,0,
33850,PRELAUNCH,0,26.0,nan,nan,nan,100.0,9.70,-0.20,-0.70,0.2,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-89,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-44,14.5,255,915.000,67,0,
34640,PRELAUNCH,0,26.0,nan,nan,nan,100.0,9.70,-0.20,-0.70,-0.5,0.0,-0.1,0.0,0.0,0.0,0.0,8.34,-101,98.0,0.0,0.0,0.0,0.0,0,0,0,0,-40,12.8,255,915.000,68,0,
35398,PRELAUNCH,5,4.0,40.1630231,-74.0806740,44.2,58.0,9.70,-0.20,-0.60,0.0,0.0,-0.2,0.0,0.0,0.0,1.0,8.34,-89,98.0,-1.1,85.8,1.1,1.0,0,0,0,0,-42,14.5,255,915.000,69,0,
36007,PRELAUNCH,5,4.0,40.1630510,-74.0806579,40.5,6.0,10.40,0.10,-0.90,-4.1,1.0,0.5,0.0,0.0,0.0,1.0,8.34,-89,98.0,-105.9,86.0,107.9,0.0,0,0,0,0,-44,12.5,255,915.000,70,0,
36581,PRELAUNCH,5,4.0,40.1630638,-74.0806627,38.9,4.0,8.60,-0.60,-1.20,3.9,0.1,1.6,0.0,0.0,0.0,1.0,8.34,-97,98.0,-133.6,85.6,143.9,0.0,0,0,0,0,-45,14.2,255,915.000,71,0,
37260,PRELAUNCH,5,4.0,40.1630638,-74.0806627,38.9,4.0,9.90,-0.40,-0.60,-2.8,-1.4,0.1,0.0,0.0,0.0,1.0,8.34,-91,98.0,-123.1,85.4,127.0,0.0,0,0,0,0,-41,13.5,255,915.000,72,0,
38278,PRELAUNCH,7,2.0,40.1630681,-74.0806563,36.7,2.0,9.60,1.60,-1.80,-3.1,-1.2,-1.3,0.0,0.0,0.0,1.0,8.34,-96,98.0,-115.6,85.7,117.1,0.0,0,0,0,0,-43,12.2,255,915.000,73,0,
38920,PRELAUNCH,7,2.0,40.1630612,-74.0806563,36.1,2.0,9.50,-0.40,-1.60,33.4,5.1,-6.1,0.0,0.0,0.0,1.0,8.34,-97,98.0,-131.0,86.1,125.0,0.0,0,0,0,0,-43,12.5,255,915.000,74,0,
39532,PRELAUNCH,7,2.0,40.1630612,-74.0806563,36.1,2.0,9.00,-0.30,0.20,4.2,-1.5,-9.3,0.0,0.0,0.0,1.0,8.34,-96,98.0,-141.8,83.7,146.7,0.0,0,0,0,0,-45,14.2,255,915.000,75,0,
41091,PRELAUNCH,7,2.0,40.1630612,-74.0806563,36.1,1.0,9.50,4.90,0.50,6.9,-5.0,-18.6,0.0,0.0,0.0,1.0,8.34,-100,98.0,-140.1,64.2,-140.7,0.0,0,0,0,0,-44,13.0,255,915.000,77,1,
41732,PRELAUNCH,6,3.0,40.1630488,-74.0806595,36.2,1.0,7.60,5.30,-0.70,-1.2,-5.5,-17.2,0.0,0.0,0.0,1.0,8.34,-95,98.0,-131.5,54.7,-145.7,0.0,0,0,0,0,-48,13.0,255,915.000,78,0,
42380,PRELAUNCH,6,3.0,40.1630543,-74.0806563,35.4,1.0,6.50,5.10,-2.80,11.6,-4.3,-10.0,0.0,0.0,0.0,1.0,8.34,-91,98.0,-124.7,46.0,-151.1,1.0,0,0,0,0,-49,12.5,255,915.000,79,0,
43163,PRELAUNCH,7,2.0,40.1630543,-74.0806563,35.4,1.0,5.60,8.50,-1.80,-27.6,-4.1,-15.0,0.0,0.0,0.0,1.0,8.34,-92,98.0,-121.8,34.2,-154.2,1.0,0,0,0,0,-55,12.2,255,915.000,80,0,
43811,PRELAUNCH,7,2.0,40.1630543,-74.0806563,35.4,1.0,5.20,9.10,-1.40,26.4,2.2,-4.9,0.0,0.0,0.0,1.0,8.34,-109,98.0,-114.8,26.5,-158.1,1.0,0,0,0,0,-55,12.8,255,915.000,81,0,
44490,PRELAUNCH,6,3.0,40.1630543,-74.0806563,35.4,1.0,4.70,9.10,-4.40,26.5,-0.4,-3.8,0.0,0.0,0.0,1.0,8.34,-97,98.0,-113.0,18.5,-155.5,1.0,0,0,0,0,-63,12.8,255,915.000,82,0,
45175,PRELAUNCH,6,3.0,40.1630543,-74.0806563,35.4,1.0,2.10,8.80,-4.90,4.7,-0.5,-0.5,0.0,0.0,0.0,1.0,8.34,-87,98.0,-117.6,14.9,-150.7,1.0,0,0,0,0,-70,12.8,255,915.000,83,0,
46531,PRELAUNCH,6,3.0,40.1630556,-74.0806595,36.8,1.0,3.30,11.10,-0.80,8.2,1.5,-0.7,0.0,0.0,0.0,1.0,8.34,-107,98.0,-121.6,12.8,-149.3,1.0,0,0,0,0,-60,13.5,255,915.000,84,0,
47315,PRELAUNCH,6,3.0,40.1630612,-74.0806563,36.1,1.0,2.70,7.20,-3.40,21.8,2.8,4.6,0.0,0.0,0.0,1.0,8.34,-115,98.0,-116.3,17.4,-150.8,1.0,0,0,0,0,-59,12.2,255,915.000,85,0,
47994,PRELAUNCH,6,3.0,40.1630612,-74.0806563,36.1,1.0,1.60,8.30,-4.10,22.4,-0.6,0.5,0.0,0.0,0.0,1.0,8.34,-91,98.0,-115.6,19.6,-150.4,1.0,0,0,0,0,-59,12.5,255,915.000,86,0,
48776,PRELAUNCH,6,3.0,40.1630612,-74.0806563,36.1,1.0,4.40,8.00,-4.50,-1.6,11.0,22.0,0.0,0.0,0.0,1.0,8.34,-94,98.0,-111.8,26.1,-152.4,1.0,0,0,0,0,-45,13.0,255,915.000,87,0,
49796,PRELAUNCH,6,3.0,40.1630668,-74.0806531,35.4,1.0,8.40,3.70,-2.00,-2.2,7.9,20.8,0.0,0.0,0.0,1.0,8.34,-89,98.0,-104.6,55.6,-165.6,1.0,0,0,0,0,-41,12.8,255,915.000,88,0,
50710,PRELAUNCH,5,3.0,40.1630612,-74.0806563,36.1,1.0,9.50,0.30,-1.20,-2.8,9.9,20.9,0.0,0.0,0.0,1.0,8.34,-99,98.0,-76.2,75.7,147.6,0.0,0,0,0,0,-39,13.2,255,915.000,89,0,
51319,PRELAUNCH,5,3.0,40.1630737,-74.0806531,36.0,1.0,9.50,0.20,-0.50,1.3,-1.1,3.4,0.0,0.0,0.0,1.0,8.34,-95,98.0,-78.4,82.1,112.0,0.0,0,0,0,0,-42,14.0,255,915.000,90,0,
52098,PRELAUNCH,7,2.0,40.1630737,-74.0806531,36.0,1.0,9.30,0.00,-0.90,-6.4,1.9,-0.5,0.0,0.0,0.0,1.0,8.34,-80,98.0,-83.2,84.2,108.6,0.0,0,0,0,0,-42,13.0,255,915.000,91,0,
53016,PRELAUNCH,7,2.0,40.1630737,-74.0806531,36.0,1.0,9.50,-0.40,-0.60,-2.7,0.4,-1.0,0.0,0.0,0.0,1.0,8.34,-95,98.0,-90.2,85.1,111.9,0.0,0,0,0,0,-42,14.5,255,915.000,92,0,
53695,PRELAUNCH,7,2.0,40.1630737,-74.0806531,36.0,1.0,9.90,-0.80,-0.40,2.6,0.0,0.0,0.0,0.0,0.0,1.0,8.34,-95,98.0,-91.3,85.4,113.3,0.0,0,0,0,0,-50,14.0,255,915.000,93,0,
54373,PRELAUNCH,7,2.0,40.1630737,-74.0806531,36.0,1.0,9.70,0.00,0.10,1.9,0.0,-1.0,0.0,0.0,0.0,1.0,8.34,-92,98.0,-90.9,85.5,117.5,0.0,0,0,0,0,-48,13.2,255,915.000,94,0,
54995,PRELAUNCH,7,2.0,40.1630668,-74.0806531,35.4,1.0,8.60,0.40,-0.10,-1.4,1.2,-1.5,0.0,0.0,0.0,1.0,8.34,-94,98.0,-94.1,85.8,115.6,0.0,0,0,0,0,-49,14.5,255,915.000,95,0,
55568,PRELAUNCH,7,2.0,40.1630724,-74.0806498,34.6,1.0,9.90,-0.80,-0.20,0.9,0.3,-0.2,0.0,0.0,0.0,1.0,8.34,-90,98.0,-95.6,85.8,115.6,0.0,0,0,0,0,-48,14.2,255,915.000,96,0,
56279,PRELAUNCH,7,2.0,40.1630639,-74.0806386,34.2,1.0,8.40,0.50,-0.60,-3.5,-0.9,2.8,0.0,0.0,0.0,1.0,8.34,-92,98.0,-97.1,85.6,120.6,0.0,0,0,0,0,-49,13.0,255,915.000,97,0,
56860,PRELAUNCH,7,2.0,40.1630639,-74.0806386,34.2,1.0,9.20,0.10,-0.40,-13.0,0.1,-1.6,0.0,0.0,0.0,1.0,8.34,-92,98.0,-94.1,85.9,115.9,0.0,0,0,0,0,-50,14.0,255,915.000,98,0,
57607,PRELAUNCH,7,2.0,40.1630570,-74.0806386,33.5,1.0,9.20,-0.60,-0.90,0.0,0.2,-0.4,0.0,0.0,0.0,1.0,8.34,-87,98.0,-97.0,85.7,119.1,0.0,0,0,0,0,-45,13.2,255,915.000,99,0,
58187,PRELAUNCH,7,2.0,40.1630570,-74.0806386,33.5,1.0,9.70,-0.30,-0.20,1.7,-0.3,0.1,0.0,0.0,0.0,1.0,8.34,-89,98.0,-97.4,85.6,119.1,0.0,0,0,0,0,-46,12.8,255,915.000,100,0,
58899,PRELAUNCH,7,2.0,40.1630502,-74.0806386,32.9,1.0,9.70,-0.40,-0.50,0.4,-0.1,-0.2,0.0,0.0,0.0,1.0,8.34,-97,98.0,-99.5,85.7,120.7,0.0,0,0,0,0,-41,12.2,255,915.000,101,0,
59579,PRELAUNCH,7,2.0,40.1630502,-74.0806386,32.9,1.0,9.70,-0.40,-0.50,0.2,-0.2,0.0,0.0,0.0,0.0,1.0,8.34,-86,98.0,-100.3,85.7,121.6,0.0,0,0,0,0,-41,12.5,255,915.000,102,0,
61148,PRELAUNCH,7,2.0,40.1630486,-74.0806273,33.1,1.0,9.70,-0.40,-0.60,0.2,-0.2,0.2,0.0,0.0,0.0,1.0,8.34,-111,98.0,-101.0,85.7,122.8,0.0,0,0,0,0,-44,14.2,255,915.000,104,1,
61727,PRELAUNCH,7,2.0,40.1630502,-74.0806386,32.9,1.0,9.70,-0.30,-0.50,0.5,-0.3,-0.1,0.0,0.0,0.0,1.0,8.34,-94,98.0,-101.2,85.7,122.8,0.0,0,0,0,0,-44,13.2,255,915.000,105,0,
62539,PRELAUNCH,7,2.0,40.1630446,-74.0806418,33.6,1.0,9.70,-0.60,-0.40,0.2,-0.2,-0.1,0.0,-1.0,0.0,1.0,8.34,-87,98.0,-101.6,85.6,123.4,0.0,0,0,0,0,-44,12.8,255,915.000,106,0,
63286,PRELAUNCH,7,2.0,40.1630514,-74.0806418,34.3,1.0,9.70,-0.30,-0.60,-0.1,0.1,0.2,0.0,1.0,0.0,1.0,8.34,-90,98.0,-101.3,85.8,123.4,0.0,0,0,0,0,-46,12.2,255,915.000,107,0,
63865,PRELAUNCH,7,2.0,40.1630514,-74.0806418,34.3,1.0,9.70,-0.50,-0.40,0.1,0.1,0.1,0.0,0.0,0.0,1.0,8.34,-97,98.0,-101.2,85.8,123.2,0.0,0,0,0,0,-41,13.0,255,915.000,108,0,
64512,PRELAUNCH,7,2.0,40.1630514,-74.0806418,34.3,1.0,9.70,-0.50,-0.50,-0.9,0.2,-0.2,0.0,0.0,0.0,1.0,8.34,-89,98.0,-101.2,85.8,123.1,0.0,0,0,0,0,-40,12.8,255,915.000,109,0,
